CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
8.6719,0.1171,10.2611,67.3602,180.2377,7.0967,2.4005,81.4485,130.7881
8.625,0.2886,26.1561,0.3651,0.3339,5.5286,2.1242,104.6647,205.1547
8.6719,0.1304,10.9325,2.4881,2.7776,8.1875,2.5148,69.3337,126.2427
8.5781,0.2801,27.3889,0.4168,0.3843,5.261,2.1474,103.3426,204.5229
8.625,0.2316,64.1249,1.4687,2.0365,6.9542,2.4689,69.9582,263.4423
8.5781,0.1071,2.879,2.2696,2.8138,8.3417,2.5575,66.9628,118.5266
8.6719,0.0788,13.4653,5.0175,5.7341,7.8523,2.5831,65.0035,114.2871
8.625,0.062,3.4059,6.2091,7.5562,8.4555,2.5956,59.3647,105.7856
8.625,0.1309,33.6108,2.8035,2.9699,8.0068,2.5807,73.4711,136.7852
8.625,0.0594,6.1162,7.2443,7.5378,8.2817,2.6071,61.9744,113.6306
8.625,0.0653,4.9433,5.9665,6.3358,8.2694,2.6044,62.3265,109.5891
8.625,0.1471,37.5378,2.5951,2.9869,7.6524,2.5644,78.3467,147.5852
8.7266,0.1532,10.0648,1.8668,1.9775,8.1334,2.4849,72.7605,135.4915
8.6953,0.1385,9.1603,1.9541,2.1736,8.1083,2.4885,70.7984,133.1269
8.6719,0.1159,10.5807,2.6797,3.0346,8.4611,2.5371,68.6125,127.2209
8.5781,0.3058,43.7958,0.5306,0.4762,5.3468,2.2266,103.9337,197.1586
8.625,0.0456,6.1906,8.7115,9.3197,8.3015,2.6414,59.8489,113.2729
8.6719,0.1082,6.1677,3.4732,3.8817,8.389,2.5467,65.9848,120.133
8.5781,0.366,52.8389,0.4966,0.4283,5.9868,2.2321,111.562,292.871
8.5781,0.4031,83.2765,0.8341,0.8388,7.2173,2.3359,120.3512,289.1822
8.625,0.0601,13.0592,10.0362,10.499,7.5115,2.6004,59.9948,105.2899
8.625,0.0443,5.7691,8.7461,9.8423,8.338,2.6381,57.7799,107.0529
8.625,0.149,15.248,2.364,2.5114,7.8996,2.5089,73.8799,133.304
8.6719,0.1966,59.3542,2.1435,1.9689,7.4701,2.553,81.6386,167.94400000000005
8.6719,0.2573,107.0574,1.6457,1.7067,6.6584,2.4834,89.2777,162.6852
8.6563,0.2358,44.0542,1.4278,1.4641,5.6879,2.2332,92.1313,144.2789
8.6719,0.1205,6.8181,2.8044,3.0171,8.4065,2.5239,67.6695,123.8255
8.625,0.1218,32.3527,27.794,35.9652,5.8439999999999985,2.509,74.3107,121.9554
8.5781,0.2666,28.378,0.3847,0.337,5.0713,2.1712,101.8201,200.185
8.625,0.0956,22.7009,4.5541,5.0067,8.0203,2.5897,67.8555,122.9674
8.5781,0.2816,26.0636,0.4042,0.3349,5.2809,2.1349,105.0114,204.7303
8.625,0.0986,3.6029,2.8896,3.178,8.2556,2.5582,66.2991,124.1707
8.5781,0.1351,18.482,19.3068,23.4933,5.0835,2.2859,79.9119,126.2682
8.625,0.2018,61.9344,1.8128,1.9432,7.8275,2.5994,82.5634,171.8265
8.625,0.2906,29.5291,0.2704,0.2886,5.2393,2.139,107.4371,215.4225
8.625,0.0679,4.6963,5.5902,5.8843,8.3098,2.5951,62.6333,112.0973
8.625,0.112,26.3012,3.2331,3.6333,7.7114,2.57,73.3211,138.6233
8.5469,0.3613,60.6493,0.8312,0.7311,7.2742,2.3296,93.1276,262.1628
8.625,0.0967,9.8863,3.4565,3.8252,8.3128,2.5857,68.9466,116.9158
8.6719,0.0839,17.6291,6.385,6.899,7.6649,2.5813,64.9738,116.8512
8.6719,0.1694,45.6574,8.0568,12.4199,6.8128,2.4823,72.42,126.6859
8.625,0.106,25.3372,3.4658,3.9028,7.7792,2.5751,71.0658,137.2616
8.7031,0.1345,10.728,2.1113,2.5197,8.1736,2.5101,71.0308,134.1805
8.625,0.1141,17.9389,13.3339,21.997,5.9689999999999985,2.3802,84.3139,122.494
8.5469,0.241,32.9643,0.7161,0.7759,5.2009,2.2395,90.1447,170.9713
8.6719,0.067,12.7992,5.9293,6.7475,8.0598,2.5989,63.1761,116.8776
8.625,0.1527,37.9446,2.6323,2.9456,7.5892,2.5664,76.7424,150.2071
8.6719,0.0761,17.958,6.5333,7.1256,7.5949,2.5901,63.6792,109.7489
8.5469,0.2505,30.8438,0.3388,0.3195,4.9572,2.2103,99.6168,182.6322
8.5469,0.3303,58.3462,0.7171,0.7196,5.9404,2.324,93.3443,253.4325
8.625,0.1105,3.588,2.5421,2.7738,8.4104,2.5199,67.8136,126.8619
8.6719,0.1347,6.926,3.2566,3.8035,8.3701,2.5063,69.0825,127.9574
8.5469,0.3736,60.8268,0.7456,0.6924,5.9012,2.2508,112.7023,262.6064
8.7031,0.1475,12.2077,2.0189,2.2551,8.2098,2.4939,70.8845,133.7196
8.5781,0.2325,38.5928,4.0475,4.2636,5.2407,2.1884,93.6662,146.8667
8.625,0.0714,16.7489,7.0862,7.5485,7.4407,2.5932,62.8935,109.2826
8.6719,0.1126,13.9278,2.8915,3.2311,8.182,2.557,69.7845,126.2165
8.75,0.1225,12.1763,2.5123,2.9997,8.4363,2.5246,69.9195,130.0245
8.625,0.1006,7.515,3.3101,3.6328,8.5434,2.5685,65.5163,122.5273
8.625,0.0714,2.3866,4.8569,5.1694,8.3801,2.5837,62.2026,115.5682
8.7604,0.1315,9.0188,2.2108,2.5204,8.57,2.5056,69.6725,130.4817
8.5781,0.051,7.153,8.6704,9.466,8.2744,2.6245,60.1576,109.5227
8.625,0.4409,237.4724,2.1985,2.2768,7.3304,2.2641,115.0117,220.7061
8.625,0.1654,11.9933,1.7063,1.7839,8.0701,2.4591,76.4713,124.4921
8.6484,0.4878,240.3714,1.5271,1.6961,7.4934,2.3273,117.2138,228.7476
8.625,0.1485,4.5868,2.5316,2.2184,7.9864,2.4526,71.1485,129.1194
8.625,0.1289,8.7079,2.4773,2.8049,8.4147,2.5295,70.2168,136.798
8.6719,0.118,6.4586,2.7763,2.9515,8.3719,2.5251,67.913,123.3663
8.625,0.0879,3.5305,4.9656,5.0773,8.5736,2.5635,61.9122,118.032
8.625,0.092,6.1864,4.3385,4.6295,8.4599,2.5735,65.6142,121.0521
8.625,0.0987,2.713,3.3674,3.8939,8.2271,2.549,65.5776,122.3458
8.6719,0.0956,9.3704,3.1805,3.5610000000000004,8.4629,2.5585,66.8563,121.8703
8.625,0.2854,27.6434,0.4266,0.37,5.6533,2.142,104.3663,206.9614
8.6016,0.4029,85.2817,1.2042,1.3421,7.5018,2.3769,103.9035,261.449
8.5781,0.3451,72.6241,0.7702,0.7339,6.3058,2.3364,87.2896,254.2765
8.625,0.1847,51.4707,7.2996,7.5686,5.4216,2.2633,83.2824,132.7894
8.625,0.0797,6.9719,4.0107,4.6467,8.3682,2.5677,61.3396,109.6728
8.6719,0.0977,11.0233,3.8272,4.3709,7.8402,2.5547,66.8491,119.2797
8.6719,0.126,11.089,2.5256,2.9937,8.2776,2.5226,69.72800000000001,128.4636
8.625,0.0612,7.8496,7.1479,7.9037,8.3138,2.6249,60.4906,109.8912
8.5781,0.3007,33.869,0.4153,0.3691,5.5322,2.1979,94.9701,264.6047
8.5469,0.2778,34.4607,0.3344,0.3014,5.2084,2.1790000000000003,90.7725,263.8098
8.625,0.0928,3.9114,3.4807,3.8143,8.1933,2.5541,65.7678,122.5597
8.7031,0.1084,16.5816,4.1027,4.4185,7.9476,2.5732,69.0863,123.7895
8.625,0.1073,25.6139,3.4094,3.9923,8.1625,2.5997,71.5612,135.9763
8.625,0.2629,27.5965,0.3114,0.2913,5.2284,2.1727,96.9765,194.1032
8.6719,0.0852,9.5365,4.5744,4.9784,8.4263,2.5777,66.1677,120.9085
8.6875,0.1746,52.7355,3.0942,1.9673,6.4651,2.4868,83.2525,150.5013
8.6484,0.2177,36.945,5.8989,7.019,5.1472,2.1883,91.2769,138.0706
8.6719,0.146,10.8045,2.0169,2.1708,7.9462,2.4832,71.3768,132.2928
8.6719,0.1007,6.4726,3.2956,4.1434,8.4094,2.5486,66.7129,119.5785
8.5781,0.2531,29.3064,0.3441,0.3213,5.0569,2.201,99.242,180.7622
8.625,0.0594,11.0141,10.19,10.8914,7.5126,2.5953,59.3423,105.0926
8.5781,0.0809,14.0557,7.2105,7.427,7.6984,2.6028,63.8719,114.8227
8.7031,0.1453,9.3893,2.015,2.2369,8.3464,2.5114,71.0592,129.9379
8.625,0.0826,8.9108,4.758,5.2410000000000005,8.2852,2.6014,64.9249,121.3703
8.625,0.0785,12.4788,8.6886,8.9666,7.4841,2.5795,62.9492,108.048
8.625,0.1347,33.4993,25.4645,31.6105,5.6894,2.4629,74.6268,123.7125
8.6719,0.1377,10.5144,1.9726,2.2179,8.0414,2.4934,70.8668,132.5214
8.6875,0.2938,41.9797,1.0937,0.9927,7.6884,2.4365,80.0457,184.3644
8.6719,0.1014,13.0856,3.3997,3.8323,7.9866,2.5649,68.6546,124.3077
8.5781,0.2548,32.3186,0.3414,0.3064,4.9388,2.2030000000000003,98.9087,187.6348
8.5781,0.0975,20.3435,5.5393,5.7073,7.7717,2.5892,67.2872,114.4455
8.5781,0.0858,10.9127,4.1207,4.8089,8.2381,2.6016,67.6446,118.3315
8.625,0.4448,83.8842,0.7905,0.7495,7.0786,2.3217,116.4535,272.4655
8.625,0.0993,27.8283,3.6918,4.3344,7.8597,2.6114,72.4721,132.4016
8.625,0.1824,41.0285,1.5413,1.864,6.606,2.4125,96.9734,279.5014
8.625,0.0746,12.0744,7.4256,7.792000000000002,7.5065,2.5808,62.8725,114.1782
8.7031,0.0768,8.406,5.6389999999999985,5.9307,8.3102,2.5882,64.2868,119.4641
8.625,0.0624,15.0724,6.8395,8.5623,7.638,2.6038,62.3905,110.9684
8.5781,0.2701,27.8333,0.3983,0.3685,5.1423,2.1632,103.5996,196.0901
8.5781,0.2136,30.9121,4.6647,5.0872,5.5067,2.267,87.9542,141.4105
8.625,0.1232,10.1865,100.4876,185.6119,5.9287,2.3643,82.1496,132.0162
8.625,0.0797,21.2126,3.7112,4.4506,7.8283,2.5873,66.7351,120.291
8.625,0.0489,6.3239,8.7345,9.3548,8.3583,2.645,60.862,115.6398
8.6719,0.244,47.3355,1.0348,0.9679,6.138,2.3395,92.9369,164.8163
8.625,0.0835,23.6898,3.8995,4.5297,7.8762,2.6092,69.4339,127.2603
8.6875,0.4744,231.3732,1.5268,1.6909999999999998,7.5667,2.3616,115.9352,226.0418
8.625,0.0834,18.8944,7.0616,7.6356,7.4421,2.5646,63.6737,107.4973
8.625,0.1333,3.1343,1.8599,1.8521,8.368,2.4766,67.2863,123.9848
8.6719,0.1725,43.1299,2.1841,2.4701,7.6312,2.5549,80.949,155.9642
8.625,0.2054,46.5614,1.6627,1.7501,5.4457,2.2213,91.7711,143.6354
8.5469,0.2254,28.0809,0.4548,0.4135,4.7809,2.224,88.0559,155.1829
8.625,0.2054,61.4068,1.8949,1.7237,6.047999999999999,2.3813,81.9217,133.2227
8.7266,0.1532,10.0648,1.8668,1.9775,8.1334,2.4849,72.7605,135.4915
8.7031,0.123,7.2951,2.7845,2.9565,8.3224,2.5133,67.3839,123.5871
8.6719,0.0983,18.3368,3.6699,4.1936,7.5547,2.5662,69.5777,123.2072
8.5469,0.2247,26.9476,0.4881,0.4424,4.9731,2.2449,87.8291,148.5124
8.6719,0.08800000000000001,24.9252,4.2004,4.6524,7.9129999999999985,2.5846,67.6878,127.4707
8.625,0.0926,4.2168,3.2055,3.56,8.5113,2.5502,65.8515,121.212
8.6719,0.1064,4.4796,3.1398,3.719,8.4674,2.5285,64.258,117.7022
8.625,0.0702,7.3508,4.6955,5.1861,8.29,2.5979,61.9063,119.7941
8.625,0.1999,33.1493,4.4624,5.0584,5.1497,2.2229,90.068,139.056
8.6719,0.1254,9.9634,2.3867,2.7586,8.4389,2.5282,69.6759,125.9883
8.6719,0.1445,8.8772,2.3653,2.62,8.4469,2.5229,71.3561,131.0786
8.75,0.1253,12.1526,2.4369,2.8881,8.4973,2.5292,69.9275,131.624
8.625,0.1087,7.4298,2.7964,3.3047,8.4982,2.5684,69.3836,126.7342
8.6719,0.0946,4.405,3.0255,3.4687,8.4757,2.5495,66.2644,123.7525
8.6719,0.0871,11.4247,3.7335,4.3526,7.9182,2.5693,66.4871,120.3098
8.6719,0.2248,54.7992,1.607,2.0714,8.3772,2.5912,85.471,122.6455
8.5781,0.0983,7.0968,3.7335,4.4184,8.0519,2.5724,67.1523,123.7655
8.625,0.2857,30.6221,0.3674,0.3338,5.5158,2.127,104.6716,205.689
8.6719,0.0108,1.5667,18.3398,26.9068,8.6599,2.6965,53.8852,101.1779
8.5469,0.3552,43.5194,0.5678,0.4524,6.0343,2.2173,103.9043,259.4915
8.625,0.0477,1.5845,8.9025,9.13,8.5837,2.6210000000000004,56.1992,104.6196
8.6172,0.0925,3.9333,2.2513,2.5337,8.458,2.513,65.3752,121.8308
8.5469,0.2665,33.3822,0.3736,0.3094,4.9886,2.1589,96.0811,262.7019
8.5781,0.0892,3.3209,4.351,4.7178,8.4049,2.5979,62.5291,113.4103
8.5781,0.2815,27.1369,0.3725,0.3454,5.2891,2.1664,102.4837,194.0884
8.625,0.13699999999999998,38.9747,3.2815,3.1276,7.2606,2.5668,72.7092,128.4329
8.5781,0.2678,26.234,0.3971,0.3456,4.9941,2.1836,101.6426,199.7698
8.6719,0.0977,14.2826,3.7991,4.2177,7.9534,2.5644,67.8402,122.023
8.6484,0.1183,2.6833,2.3191,2.7681,8.4758,2.4913,69.5059,130.5045
8.5781,0.2923,27.4347,0.3646,0.3342,5.5042,2.1278,104.2867,204.931
8.6719,0.14400000000000002,8.4016,2.0727,2.3305,8.1363,2.4919,70.333,132.9587
8.5781,0.3454,52.7948,0.8075,0.8170000000000001,6.8709,2.366,108.6274,269.4117
8.6719,0.2072,42.9143,1.6224,1.7086,8.31,2.5682,83.4081,148.5633
8.625,0.1258,34.9576,3.6865,3.6978,7.3192,2.5741,74.5999,136.4405
8.6719,0.1078,10.2794,3.0762,3.4164,8.0037,2.5484,69.0828,122.8984
8.6719,0.1622,49.5596,2.403,2.6424,7.0065,2.5221,79.4348,137.9048
8.7344,0.1139,4.5545,3.0588,3.4721,8.4836,2.5151,66.0229,120.6825
8.6719,0.08800000000000001,7.7604,3.6295,4.35,8.4748,2.5742,64.4748,116.5682
8.625,0.0868,6.0882,3.2917,3.617,8.4391,2.5703,65.9281,118.4776
8.625,0.1411,7.3529,2.6478,2.8652,8.3437,2.5154,70.8379,131.6693
8.625,0.1182,8.5173,2.7693,3.0460000000000003,8.3653,2.5557,70.2575,127.3499
8.6719,0.1299,7.2532,2.4188,2.5515,8.3979,2.5206,68.6993,121.7454
8.7031,0.0742,8.0365,5.0851,5.629,8.1736,2.5943,63.547,117.3549
8.625,0.1168,7.774,2.8008,3.2925,8.4802,2.5476,74.2521,122.9299
8.5781,0.256,32.3026,0.3223,0.307,4.9094,2.1795,100.0072,186.3535
8.625,0.1345,40.1238,3.1355,3.4311,7.9508,2.5955,76.0109,138.6107
8.5781,0.0836,14.1991,9.4909,10.0684,7.4068,2.5937,64.689,111.9427
8.625,0.0966,3.6857,3.1494,3.6182,8.3146,2.5482,66.5881,124.14
8.625,0.1719,50.2389,1.9476,2.0866,7.8813,2.594,78.7126,153.2832
8.625,0.0981,8.7374,3.8695,4.0352,8.3816,2.5574,64.5508,121.3633
8.6719,0.098,6.6019,3.2963,4.0959,8.4349,2.5576,63.3172,119.2142
8.625,0.1586,11.0617,1.7635,1.7903,8.1486,2.4823,75.2303,138.3215
8.625,0.1155,10.0582,3.7307,3.8729,8.2113,2.5371,68.8903,123.9911
8.625,0.2272,62.723,1.7892,1.8576,7.6813,2.5593,85.4544,147.8035
8.625,0.2868,123.2392,1.601,1.7023,6.921,2.4926,93.6088,176.845
8.625,0.0897,2.0856,4.1307,4.3906,8.4475,2.587,62.7036,114.1381
8.6719,0.2803,66.5787,3.9871,5.6219,8.084,2.6473,75.2216,124.9036
8.5781,0.2515,27.1771,0.3183,0.2996,5.0365,2.1976,100.4151,189.7426
8.6719,0.2389,92.586,1.646,1.7832,6.8954,2.5196,88.7365,161.4038
8.6563,0.087,18.4572,4.6505,5.1087,7.9881,2.5898,67.075,122.4203
8.625,0.1071,12.4306,3.7029,3.9275,8.1792,2.5841,69.623,116.5433
8.6875,0.1348,11.8319,2.0048,2.3059,8.1298,2.502,71.5021,131.8505
8.625,0.0959,10.8163,4.1307,4.4695,8.2403,2.5785,67.7736,126.3685
8.5469,0.211,26.6663,0.5713,0.4618,4.9725,2.2528,79.4394,248.3782
8.625,0.1278,2.8919,1.8582,1.9086,8.5703,2.4896,67.7603,126.2686
8.5313,0.2475,41.9605,1.0112,1.3176,5.6404,2.297,88.9391,245.3461
8.625,0.1005,28.6097,2.2072,4.9864,6.6336,2.4813,79.2195,275.6149
8.5781,0.0648,13.6553,9.2139,9.5918,7.8373,2.6101,59.9757,107.0015
8.6719,0.13,51.1723,3.5138,3.4229,7.377000000000002,2.5628,71.8592,130.293
8.5469,0.2636,28.7719,0.3292,0.3116,4.8762,2.1933,98.8688,185.1674
8.6719,0.1248,10.1506,2.4389,2.6658,7.9049,2.5136,68.998,125.6125
8.625,0.0579,5.7138,7.3732,8.2597,8.3279,2.6189,59.3293,109.3992
8.625,0.1021,23.0061,3.4583,3.8961,7.5964,2.5669,70.1037,130.0489
8.625,0.1003,22.1562,3.5084,4.034,7.835,2.5761,69.9059,128.7458
8.5781,0.3239,43.9545,0.7002,0.7905,5.9598,2.2677,100.7735,295.337
8.625,0.1053,13.3178,3.9176,4.3344,8.1257,2.5851,68.9998,122.4172
8.625,0.0555,7.0306,7.6235,8.2058,8.4333,2.6188,59.3875,111.0347
8.625,0.0566,10.7005,9.5456,10.3198,7.7366,2.6037,60.1059,106.8029
8.7031,0.0638,9.0817,5.9293,6.631,8.2932,2.6014,62.1598,116.2126
8.5781,0.2659,28.7312,0.3051,0.2924,4.9985,2.1763,103.4648,192.2618
8.625,0.2086,35.1164,3.9056,4.5508,5.0875,2.2182,91.1013,140.7795
8.625,0.1331,30.3836,3.1632,3.8984,8.1075,2.5956,74.6816,140.0029
8.6719,0.1286,10.2325,2.4816,2.7449,8.1364,2.5106,69.1628,126.2707
8.6719,0.1658,15.6739,20.0226,28.9407,4.9358,2.2152,86.3984,134.8465
8.625,0.1757,11.271,28.067,66.1875,5.942,2.1643,85.4383,130.5413
8.6016,0.0928,2.7651,3.3333,3.5333,8.394,2.5607,65.4498,118.5902
8.5781,0.0861,1.797,2.6116,3.5127,8.919,2.5671,61.956,112.6009
8.6719,0.1886,28.9466,1.5695,1.7525,8.3884,2.5729,77.6156,141.2065
8.625,0.3473,53.6861,1.0102,1.0553,6.5262,2.3265,111.0528,308.4594
8.625,0.0873,5.7186,4.2814,5.3787,8.4166,2.5775,65.7225,119.0538
8.625,0.1027,7.0317,2.7349,3.1668,8.3306,2.5336,68.1,119.3051
8.6484,0.0668,4.3626,6.8667,6.9647,8.5041,2.6063,60.4711,110.9596
8.625,0.1478,13.1759,2.3096,2.5786,7.9232,2.5145,74.6489,140.7367
8.75,0.2071,70.2187,1.1162,1.09,6.6439,2.4714,85.3729,136.6123
8.5781,0.3421,61.2935,0.672,0.6488,5.96,2.2988,93.9401,257.1109
8.625,0.3717,54.2569,1.048,1.1463,6.8239,2.283,104.0242,296.9291
8.5469,0.3482,53.3578,0.698,0.6021,5.723,2.2306,111.153,261.0325
8.5781,0.0861,1.797,2.6116,3.5127,8.919,2.5671,61.956,112.6009
8.6719,0.0576,3.7704,5.8506,7.7532,8.6978,2.5972,58.9112,103.2382
8.625,0.0541,14.2011,10.3968,11.6731,7.7121,2.6164,58.81100000000001,104.5724
8.6719,0.1157,9.843,2.7079,3.0378,7.8634,2.5335,69.753,126.7072
8.7813,0.447,806.8031,0.0977,29.3712,13.741,3.0069,97.9099,178.5784
8.625,0.078,9.8926,4.8613,5.4694,8.0652,2.6002,65.6483,122.673
8.625,0.068,5.5189,3.7168,5.1193,8.4679,2.6146,58.0672,110.5346
8.625,0.0616,6.9476,8.6112,8.7597,7.8539,2.5831,58.9601,104.2479
8.625,0.13,10.3533,2.4313,2.7131,8.124,2.5229,69.9797,126.6004
8.625,0.1265,42.3976,3.1547,3.5518,7.1159,2.559,74.3058,135.4046
8.625,0.0669,7.9723,6.981,7.6988,8.4646,2.6257,62.0449,113.0794
8.6719,0.0921,12.805,3.868,4.4573,8.2818,2.5957,66.7944,120.1568
8.625,0.0817,8.381,4.8112,5.3322,8.2823,2.582,64.6941,120.5891
8.5469,0.2426,31.4519,0.4192,0.3802,5.0129,2.2298,93.0885,162.077
8.625,0.1564,13.9618,2.0691,2.4195,8.2365,2.5169,73.9181,141.0433
8.625,0.0912,6.4699,4.2239,5.013,8.2965,2.5696,66.6364,119.3956
8.625,0.1578,44.0837,2.5093,2.9012,7.5608,2.5603,79.8381,147.4579
8.5781,0.0729,4.4508,5.9299,6.6839,8.2879,2.6213,61.554,112.9225
8.625,0.1213,8.4986,2.65,2.9043,7.6884,2.5039,69.6781,123.2694
8.6719,0.1868,40.581,1.6387,1.7929,8.5133,2.5644,80.384,142.9703
8.7031,0.1294,9.945,2.2688,2.6461,8.0688,2.5148,69.5614,129.2725
8.5781,0.4327,69.979,0.6865,0.6591,7.0292,2.2759,113.3822,274.6549
8.6719,0.0999,13.3794,3.7991,4.2053,7.8714,2.5747,66.7599,120.8707
8.5781,0.1582,39.4995,2.0938,4.4481,7.3011,2.4928,66.0804,246.7151
8.7031,0.2161,40.6966,0.9078,0.8947,7.6187,2.5523,83.5338,141.0429
8.625,0.0678,13.713,7.8541,8.5546,7.8506,2.5764,62.5808,110.9356
8.6719,0.1671,23.4944,1.5115,1.6683,8.4883,2.5763,75.744,141.6451
8.5469,0.2343,24.5974,0.5454,0.4971,5.0464,2.2436,89.6067,152.8994
8.6563,0.1996,53.2993,1.902,2.1952,6.9962,2.5156,86.2435,170.6581
8.625,0.1218,32.3527,27.794,35.9652,5.8439999999999985,2.509,74.3107,121.9554
8.5469,0.211,26.6663,0.5713,0.4618,4.9725,2.2528,79.4394,248.3782
8.625,0.0558,5.039,8.3097,10.9639,8.4243,2.6054,59.9338,103.2793
8.5781,0.2835,27.8648,0.3657,0.3555,5.0974,2.1549,103.4558,202.87
8.625,0.2671,43.734,61.0968,136.5914,6.268,2.4090000000000003,84.5849,125.7446
8.625,0.2569,26.1348,0.3158,0.2956,5.2927,2.1803,97.1898,191.1548
8.625,0.0951,10.0267,3.9733,4.2629,8.4179,2.5444,62.0745,113.3745
8.6719,0.047,34.8693,10.8705,16.9758,7.3708,2.6705,56.3632,111.506
8.5781,0.269,33.0284,0.3235,0.2865,5.3111,2.1399,103.2246,206.8031
8.6719,0.0878,8.2535,4.4155,4.8917,8.4156,2.5645,65.5449,119.3925
8.625,0.1476,12.7168,2.3108,2.5839,7.9193,2.5195,74.783,141.0449
8.625,0.1543,7.818,2.0012,2.238,8.1955,2.4659,71.7544,134.9805
8.625,0.1495,14.2572,2.3807,2.5827,7.9460000000000015,2.5133,73.59899999999998,135.9431
8.5781,0.0413,3.5908,5.7504,9.366,8.7797,2.6255,56.6016,100.2301
8.625,0.1112,14.6066,62.2314,62290.7695,7.7286,2.6087,70.6896,116.5402
8.625,0.0931,2.4988,4.7391,4.479,8.2999,2.5548,64.7433,122.2103
8.6719,0.1712,45.7046,2.0501,2.2872,8.0285,2.6047,75.3938,147.5897
8.625,0.0443,7.4689999999999985,10.5614,12.009,7.9046,2.6144,58.0098,99.0837
8.5781,0.2949,28.5401,0.3057,0.3032,5.3027,2.1376,105.6252,247.4734
8.625,0.1102,6.0898,2.7384,3.1158,8.361,2.5305,68.0172,119.4491
8.625,0.132,10.4806,2.7478,2.9457,8.1932,2.5358,71.1563,129.215
8.6719,0.2844,120.0407,1.4475,1.4098,7.1744,2.4926,93.5072,174.5271
8.625,0.0784,8.5353,4.5392,4.9585,8.1682,2.5933,64.205,121.1885
8.6719,0.3349,72.4037,1.3163,1.0941,8.9284,2.5749,89.4206,127.8164
8.5469,0.2765,34.8875,0.4949,0.4547,5.2974,2.1587,88.8756,169.5438
8.625,0.1028,33.289,3.2345,3.5539,7.9645,2.5826,68.6019,129.7664
8.6016,0.3946,61.3424,0.6808,0.6074,6.9973,2.2859,105.6516,257.7589
8.5781,0.3673,45.7522,0.6036,0.5622,6.2012,2.212,113.4685,277.1078
8.5,0.2072,26.1445,0.7164,0.6932,4.963,2.2608,87.4773,237.507
8.625,0.2667,28.2192,0.3904,0.3442,5.2027,2.1766,103.0125,198.4726
8.625,0.1221,31.4797,2.8115,3.1698,7.8718,2.5861,74.2431,140.2942
8.625,0.1556,8.3068,2.6116,2.6424,7.5358,2.4624,71.2556,131.7077
8.6719,0.0888,10.3446,3.8784,4.4158,8.1249,2.5706,65.6427,117.1544
8.625,0.0967,26.0845,3.7279,4.2327,8.1837,2.6078,71.0228,127.7439
8.6016,0.0829,3.0763,4.0748,4.6974,8.3348,2.5712,64.5803,118.6576
8.625,0.0976,10.7722,3.2465,3.6722,8.2686,2.5859,67.4786,114.035
8.5781,0.1279,11.4316,2.9386,3.3079,7.952000000000001,2.523,70.1628,128.782
8.6484,0.0867,5.8589,4.4382,4.8596,8.4805,2.5727,65.0236,119.7711
8.625,0.1967,31.8511,4.6465,5.7245,5.0937,2.1811,90.1128,141.3217
8.6719,0.3735,37.3135,0.614,0.482,11.4362,2.9735,76.1018,135.75
8.5781,0.0999,12.2002,3.8563,5.4397,7.8711,2.5679,68.3566,124.0167
8.6719,0.1503,8.5763,2.0743,2.2556,8.2921,2.4816,73.009,130.4034
8.625,0.1639,44.0036,2.2782,2.4775,7.7173,2.5723,80.5266,149.4048
8.625,0.0928,3.9114,3.4807,3.8143,8.1933,2.5541,65.7678,122.5597
8.6719,0.194,52.9664,2.0344,2.1625,6.7523,2.5132,84.2588,148.0941
8.625,0.0597,3.7687,8.2117,8.9989,8.4189,2.5935,61.8909,111.1698
8.625,0.1685,11.3378,27.0776,78.9777,5.6652,2.1741,82.0082,125.5529
8.5,0.2437,39.8026,0.9263,0.9474,5.2589,2.3165,85.5752,242.5076
8.7031,0.0784,21.1106,6.1959,6.3674,7.728,2.584,64.9142,112.3532
8.625,0.15,41.8091,2.2957,2.7105,7.9529,2.5681,79.3686,150.8573
8.7031,0.1263,8.5717,2.0516,2.2261,8.1788,2.5016,69.6887,125.1664
8.625,0.2491,27.5294,0.3324,0.3145,5.1113,2.1775,99.7543,195.6799
8.625,0.1261,40.5904,3.0792,3.399,7.0738,2.5583,74.4818,140.4059
8.5781,0.092,9.84,4.3337,4.2589,8.3105,2.5839,68.7264,126.3544
8.625,0.0522,13.2355,9.8429,10.6553,7.7052,2.6193,60.0335,105.1085
8.6719,0.1071,24.9581,3.5629,3.8816,7.5416,2.555,70.2867,124.5034
8.75,0.2165,47.9898,2.3777,1.815,7.02,2.3188,87.17399999999998,126.1688
8.6875,0.1463,9.1292,2.0919,2.3156,7.9377,2.4962,70.5629,132.5526
8.5781,0.0814,15.4028,7.407999999999999,8.1791,7.7326,2.5718,61.7908,104.3766
8.5781,0.2739,35.7027,0.319,0.2917,5.0425,2.1514,100.8375,185.5881
8.7031,0.0994,35.9428,2.2758,2.6335,5.4901,2.5383,72.5364,123.0908
8.625,0.0768,7.5409,5.0663,5.3644,8.3683,2.571,59.6343,108.2361
8.625,0.1599,20.2158,12.3667,13.2123,5.1138,2.2568,84.4539,131.9008
8.625,0.1376,35.7567,2.6259,3.1201,7.5725,2.5664,75.4767,141.0991
8.7031,0.1334,41.5596,2.4518,2.7732,5.5331,2.5415,73.3358,122.7953
8.6719,0.2171,40.901,1.7737,1.9278,8.1774,2.5742,82.6124,150.7777
